179.9730246,30.03971136,19.708469,18.333233,17.768044,17.559992,17.442617,0.01753367
179.95200124,29.93726323,20.694149,19.654219,19.644648,19.691669,20.043232,0.02466232
179.90809175,29.97522808,23.606104,21.244719,19.867605,19.261587,18.922337,8.8031871E-3
179.98284633,30.10790267,20.442015,19.419739,19.005899,18.855236,18.767742,0.01494868
179.86533218,29.96485764,18.657127,17.404322,16.922247,16.761433,16.677198,0.05073592
180.04037394,30.12617595,17.291109,16.119389,15.726779,15.571195,15.503024,0.01905429
179.88517527,29.90394085,19.6273,18.511045,18.504313,18.586916,18.673851,0.01506862
180.15687559,30.04147767,19.474005,17.481796,16.645727,16.336039,16.140797,0.01608685
179.88149846,29.89698822,20.718212,18.083277,16.649511,16.086973,15.585858,0.07855029
179.83031018,29.98123815,19.801394,18.822273,18.519745,18.417887,18.425114,6.69255806E-3
179.93652994,30.15967964,20.332619,19.35461,18.931278,18.772476,18.610703,1.32326112E-3
179.86128395,30.14357258,18.57621,17.702326,17.34796,17.227917,17.162563,0.03268772
180.21850356,29.97330281,18.376966,17.118563,16.580786,16.354912,16.240694,0.01502143
180.2237069,29.93492658,19.58651,18.50877,18.034769,17.813826,17.726318,0.02559683
179.82094596,30.1349784,19.975363,17.653913,16.645226,16.308714,16.110315,0.01383848
179.75898857,30.03411593,20.022287,18.710583,18.265753,18.100321,18.035946,0.01533032
180.16144606,29.84043848,23.518152,23.168352,21.522568,19.302969,18.0704,0.06013927
179.86716841,30.18747775,19.658443,18.320992,17.75465,17.548445,17.437769,9.48063509E-3
180.2492902,30.0442311,19.82448,18.849579,18.548252,18.446726,18.420658,4.01171874E-3
180.25251416,29.95800466,23.129734,21.088371,19.624544,18.929741,18.65332,0.02120569
180.01566573,30.25561579,19.063957,17.594828,17.010475,16.779987,16.672081,0.0233771
179.69225975,30.05254023,20.357361,19.21015,18.764009,18.597738,18.522505,1.12497866E-3
180.05680774,30.26869451,18.437021,17.359838,16.922297,16.721857,16.641098,0.02099361
179.9379859,29.72380951,23.669382,22.832108,20.655468,19.835468,19.439297,0.07601767
179.88553038,30.26465524,17.073618,15.646365,15.094895,14.903021,14.798784,0.01718064
179.79337487,29.77723912,20.1595,19.22126,18.948526,18.828869,18.807299,0.01553506
179.69867409,30.14507122,20.177717,19.225657,19.035378,18.938616,18.971621,0.01891276
179.71156,29.82191656,20.132195,19.188822,18.919561,18.820892,18.770754,0.02363088
180.09161769,29.70084839,20.399124,19.101269,18.630987,18.473532,18.435402,9.26384619E-3
180.02156113,29.69007416,19.157104,18.224916,17.929308,17.802441,17.766371,0.01539536
180.36202222,29.8933606,23.530878,21.358604,19.927353,19.109037,18.725588,7.27485786E-3
179.63047121,30.1168161,20.367786,19.481743,19.177544,19.06901,19.025103,0.01453881
180.09032302,29.66468268,19.314291,18.102808,17.589024,17.363562,17.203814,0.01349058
179.85037905,29.66704794,19.366091,18.162622,17.658979,17.429127,17.357107,0.02927045
180.24892501,29.71374275,20.104368,18.849363,18.385506,18.146849,18.21142,0.03044567
180.1503573,30.33779305,19.344833,18.380194,18.040127,17.918318,17.923803,0.05217028
180.4216201,30.1157993,19.520885,18.550652,18.179234,18.045607,18.055073,2.55559559E-3
179.55020789,29.97961623,20.183355,19.100853,18.735846,18.552046,18.453175,0.01506736
180.37784339,30.21448009,23.674007,20.638435,19.225258,18.520264,18.11413,0.01054901
179.56305824,30.10162061,20.771999,19.698753,19.608692,19.665735,19.854136,0.03425145
180.38902696,30.20078005,17.564453,16.614445,16.351868,16.237793,16.22003,0.03705717
