179.68494821,30.0922306,18.645178,18.364286,18.232084,18.084801,18.039829,0.02023542
179.63036347,30.07472542,20.29641,19.682533,19.170767,18.604902,18.355753,0.03405676
179.79726244,29.71258547,19.711094,19.324707,19.124109,18.950775,18.653852,0.01482305
180.37847574,29.91451369,18.950415,18.796198,18.758221,18.697134,18.800165,0.01785461
179.65858537,30.20308574,19.94837,19.6973,19.70414,19.740917,19.612579,0.01856976
180.27905417,29.6867093,19.499022,19.278681,19.213558,19.088711,19.031076,0.01329198
180.4029601,30.19239427,18.968304,18.80319,18.74235,18.490053,18.440315,6.23969818E-3
179.98984338,30.41969354,19.650106,19.05802,18.978559,18.842157,18.827881,0.0640236
179.5281444,30.15793263,19.041296,18.591141,18.430223,18.263672,18.250614,0.01747876
180.03502962,29.52142573,24.430399,21.140028,19.921103,19.762638,19.876465,0.03025055
179.77425183,29.5607207,19.061089,19.039175,19.061905,18.847862,18.831465,5.84603493E-3
179.43162005,30.01972368,19.48621,19.5264,19.460228,18.883833,18.830156,0.01683469
179.4903491,29.74506315,19.037653,18.817421,18.498495,18.811476,18.096687,8.22756452E-3
180.37544791,29.53247287,18.017467,17.573277,17.077827,16.573969,16.542683,0.02722003
179.48415755,29.6453214,18.375925,18.268972,18.20788,18.228502,17.872601,0.01208894
180.43680439,30.45082754,19.240179,19.032864,18.825113,18.939867,18.85467,0.01826324
180.70382342,30.01069148,18.66881,18.80896,18.712208,18.339514,18.248882,0.01083977
179.37181562,29.71860548,19.285969,18.968971,18.871286,18.977695,18.89126,0.01969824
179.57931566,30.49457097,19.243166,19.266537,19.177353,18.877195,18.87141,0.05310465
179.39046321,29.66417515,19.696447,19.483473,19.317152,19.087952,19.074499,0.01048468
180.3169829,29.41711845,19.364033,19.096497,18.877087,18.675547,18.672321,9.29001598E-3
179.24645062,29.80185132,18.684175,18.700073,18.553751,18.494629,18.600229,8.58014846E-3
179.26060645,29.75848361,19.158894,19.196953,18.868114,18.815271,18.849695,0.02099236
179.57318522,30.62219861,20.447901,19.934025,19.580276,19.363991,19.099045,0.01561753
179.14535078,29.99848439,18.49855,18.310638,18.163691,18.073128,18.088871,0.02669998
180.69112182,29.53370508,19.771152,19.361477,18.89204,18.516903,18.443243,6.91204911E-3
